素食,鹽酥杏鮑菇
面包甜点,老牌木瓜牛奶
面包甜点,土耳其冰淇淋
面包甜点,新东阳食品馆(高雄机场店)
面包甜点,贡茶(高雄自强店)
面包甜点,旧振南(高铁左营店)
面包甜点,董师傅手工麻糬
面包甜点,Cold Stone酷圣石顶级冰淇淋(高雄梦时代)
面包甜点,福泉布丁豆花(高雄鼓山)
面包甜点,欧贝拉(总店)
面包甜点,吉美蛋糕
面包甜点,Donutes 多那之 蛋糕咖啡烘焙(一心店)
面包甜点,品元糖口冷饮工坊(裕诚总店)
面包甜点,苏家木瓜牛奶
面包甜点,锦福喜饼
面包甜点,鄭老牌木瓜牛奶
面包甜点,旺仔黑砂糖刨冰(楠梓总店)
面包甜点,高雄-三星园抹茶专卖店(民合茶屋)
面包甜点,桦达奶茶(梦时代店)
面包甜点,六合夜市现做脆皮甜筒
面包甜点,枝仔冰城(中山路店)
面包甜点,不二家正统食品有限公司(中正本舖)
面包甜点,糖村(高雄漢神本館店)
面包甜点,呷百二‧自然洋菓子(三多店)
面包甜点,枝仔冰城(高雄直营店)
面包甜点,富贵糕点
面包甜点,方师傅点心坊
面包甜点,信宝烘焙点心坊
面包甜点,小王子Le Petit Prince(统一阪急店)
面包甜点,阿伯冰
面包甜点,新东阳
面包甜点,Bigtom美国冰淇淋文化馆(汉神巨蛋店)
面包甜点,Honeycreme(高雄三多新光三越)
面包甜点,50岚(西子湾分店)
面包甜点,贡茶(高雄林森店)
面包甜点,亚热带美食冰城
面包甜点,芒果好忙
面包甜点,31冰淇淋(大统五福店)
面包甜点,盆栽冰激凌
面包甜点,北回木瓜牛奶
面包甜点,翰林茶馆(高雄新光三越)
面包甜点,大黑松小俩口
面包甜点,大树花枝丸专卖店
面包甜点,台湾茶奶茶4°C蛋糕专卖店(高雄店)
面包甜点,新东阳食品馆(大仁路店)
面包甜点,贡茶(高雄鼎中店)
面包甜点,小王子烘培坊
面包甜点,冰城八宝冰
面包甜点,三郎面包厂
面包甜点,馔牛角尖(三多店)
面包甜点,彩虹凉圆
面包甜点,小王子烘焙坊
面包甜点,龚家杨桃汤
面包甜点,林连锁豆花
面包甜点,阿Q冻圆
面包甜点,王绿豆
面包甜点,庆中街绿豆汤(高雄光华店)
面包甜点,一手私藏世界红茶(左营总店)
面包甜点,刘家桂花烧鸡店
面包甜点,芙萝菓子工坊
面包甜点,莎士比亚烘焙坊
面包甜点,侨美饼店
面包甜点,菓风小铺
面包甜点,常美冰店
面包甜点,鲜茶道
面包甜点,大碗公冰
面包甜点,85度C(高雄八德店)
面包甜点,纯正爱玉冰
面包甜点,パン(胖)达人手感烘焙Top Pot Bakery(三多店)
面包甜点,欧贝拉布丁馆
面包甜点,传世蒟蒻绿豆大王(高雄总店)
面包甜点,鍾家高雄绿豆汤大王
面包甜点,小樽面包
面包甜点,PAN手感的店
面包甜点,LALA水果煮
面包甜点,二姐绿豆汤
面包甜点,香茗茶行
面包甜点,御前上茶
面包甜点,BO雪球饼乾咖啡馆
面包甜点,大天然青草茶铺(凯旋夜市店)
面包甜点,松青超市汉神(汉神巨蛋店)
面包甜点,双姬奶茶
面包甜点,不可思议的传奇
面包甜点,天池冬瓜茶
面包甜点,年轻十八岁十八味凉茶
面包甜点,咖啡面包
面包甜点,枝仔冰城（驳二店）
面包甜点,红茶阿嬷
面包甜点,永富冰淇淋
面包甜点,圣马洛可丽饼
面包甜点,米格泡芙专卖店
面包甜点,老牌爱玉冰
面包甜点,御前上茶
面包甜点,天仁茗茶(新荣街店)
面包甜点,打狗饼铺
面包甜点,多鲜果汁(凤山店)
面包甜点,新东港木瓜牛乳
面包甜点,享天然绿豆汤(大统和平店)
面包甜点,Donutes 多那之蛋糕咖啡烘焙(汉神自强店)
面包甜点,信宾蛋糕
面包甜点,朝林鲜果汁
面包甜点,waffle bant 华夫班特
面包甜点,幸福出口 Yes ！
面包甜点,NANA LADY 比利时列日松饼
面包甜点,古锥家
面包甜点,吕之家果汁
面包甜点,小露吃霜淇淋
面包甜点,古德曼茶饮
面包甜点,中油炼油厂员工福利社
面包甜点,85度C(高雄大社店)
面包甜点,Mister Donut(R8店)
面包甜点,阿美冰店
面包甜点,Bog Tea Shop
面包甜点,COOL PLAY
面包甜点,天之草日式寒天冻奶
面包甜点,旭品食品行
面包甜点,爱伦蛋糕面包
面包甜点,万里香白糖粿
面包甜点,六合夜市印度拉茶
面包甜点,小本爱玉
面包甜点,三和饼铺
面包甜点,元祖食品(高雄旗舰店)
面包甜点,山崎面包(大立店)
面包甜点,伊佐茶序
面包甜点,Uncle Tetsu's Cheese Cake彻思叔叔现烤起司蛋糕(汉神巨蛋店)
面包甜点,85度C(高雄六合)
面包甜点,贡茶(高雄一心店)
面包甜点,郭元益(中正门市)
面包甜点,一亩田烘焙坊
面包甜点,阿Q冻圆(自强店)
面包甜点,旧振南饼店(高雄SOGO店)
面包甜点,50岚(冈山柳桥店)
面包甜点,香肠世家(三多店)
面包甜点,小新鲷鱼烧
面包甜点,三星圆抹茶
面包甜点,小雅茶饮
面包甜点,多那之咖啡(高雄中正店)
面包甜点,义大购物中心手扶梯口义大利艺术冰淇淋
面包甜点,Hello Berry
面包甜点,邓家粉圆冰
面包甜点,奥玛烘培
面包甜点,正宗古早味黑砂糖刨冰
面包甜点,25togo store(高雄驳二特区门市)
面包甜点,酷圣石(高雄大远百)
面包甜点,白木屋(高雄中正店)
面包甜点,三泉冰淇淋工厂
面包甜点,CAPATINA义式冰淇淋(汉神店)
面包甜点,大力果汁(十全店)
面包甜点,现做脆皮甜筒
面包甜点,火星糖MarsCandy
面包甜点,31冰淇淋(高雄梦时代店)
面包甜点,旗津之味
面包甜点,三星园(文山茶屋)
面包甜点,春霞正港古早味粉圆冰
面包甜点,猪弟冰砂达人
面包甜点,松饼先生(梦时代店)
面包甜点,莎莎烘焙坊
面包甜点,喜憨儿福利基金会
面包甜点,谕泉冰菓店
面包甜点,方师傅点心坊(新光百货店)
面包甜点,木仑花生糖
面包甜点,红东地瓜之进口商
面包甜点,BALLADE咖啡叙事曲
面包甜点,爱玉柠檬冰
面包甜点,自在院
面包甜点,北胜集团-佳客来有限公司
面包甜点,草DORO抹茶和菓专卖店
面包甜点,草本茶集(文横店)
面包甜点,高雄薏仁大王(青年店)
面包甜点,秀茶坊东美水果行
面包甜点,阿容木瓜牛奶
面包甜点,HOME磨坊
面包甜点,Mister Donut(三多店)
面包甜点,瑞丰夜市 爆浆虾
面包甜点,85Sky Tower View Deck
面包甜点,高雄婆婆冰(旗舰店)
面包甜点,巴特里烘焙
面包甜点,中华蛋糕面包(明华旗舰店)
面包甜点,光华木瓜牛奶、柠檬王
面包甜点,秀凤黑轮八宝冰
面包甜点,极餐野海苔(韩国起士味)
面包甜点,Honey Creme 高雄店
面包甜点,Black as chocolate(高雄和平店)
面包甜点,CAFE IE89
面包甜点,黄金向日葵冰品
面包甜点,高雄薏仁大王
面包甜点,多那之咖啡(大丰门市)
面包甜点,吴宝春ㄆㄤˋ店
面包甜点,圆石禅饮
面包甜点,芙儿松饼Flower Waffle(义大店)
面包甜点,高雄木瓜牛奶
面包甜点,汉来大饭店-糕饼小舖
面包甜点,雪丹蛋糕
面包甜点,鲨鱼咬吐司(高雄应大店)
面包甜点,义美
面包甜点,穠家园面包蛋糕专卖店
面包甜点,甘蔗妈妈(文横店)
面包甜点,紫禾烘焙坊
面包甜点,小鸡客栈松饼
面包甜点,海田知家(义大世界)
面包甜点,三星园(民合茶屋)
面包甜点,第一家芋冰城
面包甜点,方师傅点心坊(汉神百货名店)
面包甜点,万丹红豆饼(苓雅店)
面包甜点,宇治 玩笑亭
面包甜点,锦福喜饼
面包甜点,和生绿豆黄
面包甜点,沙普罗糕饼小铺
面包甜点,哈根达斯 Haagen-Dazs(中华五路店)
面包甜点,皓月烘焙坊(澄清店)
面包甜点,Pan手感的店
面包甜点,布偶松饼
面包甜点,好简单
面包甜点,AUNT STELLA'S(汉神百货)
面包甜点,鳗嘴幸福
面包甜点,糖姬轻食冰品馆(裕诚店)
面包甜点,百雪冰品美食店
面包甜点,芋头大王(建工店)
面包甜点,五十岚(觉民店)
面包甜点,AO~YO爱玉冰
面包甜点,杏仁豆腐冰(大昌店)
面包甜点,巷内 手工蛋糕
面包甜点,江饼屋
面包甜点,二齿的店
面包甜点,布蓝里烘焙工房(高雄大远百门市)
面包甜点,金鑛咖啡(总公司)
面包甜点,金矿咖啡
面包甜点,盐埕第一公有市场八宝冰圆仔汤
面包甜点,台湾第一家咸酥鸡(义华店)
面包甜点,幸福芒果冰一号店
面包甜点,阿源红豆饼
面包甜点,阿惠仙草爱玉冰
面包甜点,Pasoul绿茶馆(忠孝店)
面包甜点,乡之味花莲手工麻糬
面包甜点,CAPATINA义式冰淇淋(汉神巨蛋店)
面包甜点,可拉拉烘焙坊
面包甜点,TSUJIRI 辻利茶屋(高雄汉神巨蛋店)
面包甜点,Baskin 31 Robbins - 31冰淇淋(梦时代店)
面包甜点,草地人传统豆花(家乐福成功店)
面包甜点,得意中华(高雄梦时代店)
面包甜点,吐司小铺
面包甜点,多那之Donutes(德贤门市)
面包甜点,晶巧冷热冰
面包甜点,内向咖啡馆In Lane
面包甜点,红豆师兄的家
面包甜点,新丰手工馒头专卖店
面包甜点,S'more Sugar 法式手工甜点
面包甜点,Moment天天新鲜舒果汁
面包甜点,国香浓厚青草茶(国津店)
面包甜点,85度C(凤山五甲店)
面包甜点,亨利点心蛋糕小铺
面包甜点,小王子
面包甜点,魏记麦芽膏饼干行
面包甜点,食状元御炉香豆花饮品
面包甜点,动物鸡蛋糕
面包甜点,呷百二 自然洋菓子行
面包甜点,法芙娜巧克力&巧克力熔岩蛋糕
面包甜点,芙德寿桃专卖店
面包甜点,高雄金园饭店 奶皇酥
面包甜点,LiviNER Cafe
面包甜点,洋菓小铺
面包甜点,康森洋菓子
面包甜点,龙泉豆花城(1馆)
面包甜点,FLAVORFIELD(汉神左营店)
面包甜点,Mister Donut(汉神门市)
面包甜点,小巷贝果
面包甜点,椰来香Lecoco(民族大乐店)
面包甜点,日光小林
面包甜点,麻古茶坊
面包甜点,北胜集团-味鲜肉品专卖店
面包甜点,加美芋冰城
面包甜点,胜家喜饼专卖店
面包甜点,提拉米苏精致蛋糕(高雄店)
面包甜点,旗山糖厂
面包甜点,金贺堂金牛角烘焙屋
面包甜点,133鲜果汁
面包甜点,御品屋(富民店)
面包甜点,阿路小花寒天豆花专売
面包甜点,Milk 17 纯新面包烘焙坊
面包甜点,九品元 黑芝麻糕
面包甜点,维拉全乳酪蛋糕 Vera Cake
面包甜点,椰来香 面包物语
面包甜点,鲜御坊
面包甜点,雪冶霜淇淋专卖店
面包甜点,CHARNY HOUSE 俏米屋雪花冰
面包甜点,Donutes 多那之 蛋糕咖啡烘焙(明诚店)
面包甜点,LIN GO 拎果
面包甜点,志明花生糖专卖店
面包甜点,浅草面包(复兴店)
面包甜点,财仔黑砂糖刨冰
面包甜点,正点金桔柠檬专卖店
面包甜点,黑面蔡(瑞丰店)
面包甜点,东昌茶行
面包甜点,美味松饼
面包甜点,无招牌 鸡蛋糕
面包甜点,洛斯特 精品咖啡ROAST CAFE
面包甜点,贝尔手工饼乾
面包甜点,天沏晴(高雄成功店)
面包甜点,大力果汁(五福店)
面包甜点,日光铁塔冰奶(新掘江总店)
面包甜点,狮甲绿豆汤
面包甜点,嘻茶记(高雄梦时代)
面包甜点,诗特莉饼乾(SOGO高雄店)
面包甜点,cama cafe(明华店)
面包甜点,世界一品古早味红茶
面包甜点,幸福Feliz 1号店
面包甜点,梅大人
面包甜点,米乐淇烘培(辅仁路)
面包甜点,莎士比亚烘培坊(美术馆店)
面包甜点,内门余家花生糖
面包甜点,傻瓜冰茶
面包甜点,李家圆仔汤
面包甜点,阿Q冻圆(瑞丰夜市店)
面包甜点,小林煎饼(高雄三多店)
面包甜点,第9号乳酪蛋糕(美丽岛店)
面包甜点,甜子烘焙坊
面包甜点,傻瓜冰茶(旗津店)
面包甜点,水果总汇糖葫芦
面包甜点,哈当特冰淇淋小铺 Hot Dank Ice Cream Artist
面包甜点,金鑛咖啡/金矿咖啡(梦时代店)
面包甜点,红豆饼
面包甜点,VALRHONA(高雄大立旗舰店)
面包甜点,南荣糖果屋
面包甜点,牛奶屋
面包甜点,乐好茶
面包甜点,中华精致烘焙、蛋糕面包(明华店)
面包甜点,杨记酸梅汤(国民市场店)
面包甜点,草本茶集(楠梓店)
面包甜点,左中黑店冰店
面包甜点,天生澳克Jacaranda
面包甜点,小林煎饼(十全店)
面包甜点,正宗本铺现烤蛋糕
面包甜点,傻瓜冰茶
面包甜点,鲜茶道(武庙店)
面包甜点,白玉手工麻糬本铺
面包甜点,好美丽79艺术冰淇淋
面包甜点,绿茶达人
面包甜点,李记焦糖布丁屋
面包甜点,呷百二‧自然洋菓子(汉神巨蛋)
面包甜点,咕蒂‧咕蒂研磨咖啡(爱河店)
面包甜点,清凉退火爱玉冰(新兴市场)
面包甜点,草本茶集(左营分店)
面包甜点,小奇芋冰老店
面包甜点,鸭董香燻味
面包甜点,冈山王记
面包甜点,良美餐包工厂
面包甜点,豆豆营冰城美食
面包甜点,小圈圈霜淇淋
面包甜点,散步路径
面包甜点,香甜甜西点面包中心
面包甜点,不识红豆饼
面包甜点,小王子(文化星球)
面包甜点,谢记莲藕王
面包甜点,花卷亭日式霜淇淋
面包甜点,Mister Donut(建国店)
面包甜点,同记安平豆花(高雄店)
面包甜点,D2恶魔蛋糕(高雄旗舰店)
面包甜点,La Sunny 自己做自己卖手工饼乾
面包甜点,高雄正宗祥裕茶行
面包甜点,绿豆汤
面包甜点,松饼一番
面包甜点,玛丽安 果汁．茶饮．雪绵冰(建工总店)
面包甜点,85度C(高雄建工店)
面包甜点,Capatina(梦时代)
面包甜点,斗六冰城
面包甜点,粉圆冰
面包甜点,佳湘面包
面包甜点,第九号乳酪蛋糕工作室
面包甜点,洋娃冰吧
面包甜点,MUMBO JUMBO义大利创意冰淇淋‧
面包甜点,哈根达斯 Haagen-Dazs(高雄新光三越左营馆)
面包甜点,圆品屋-手作冰淇淋
面包甜点,舒沛饮品
面包甜点,百乐冰淇淋
面包甜点,马可先生面包坊(七贤店)
面包甜点,美珍香(汉神巨蛋店)
面包甜点,弄饼家千层饼(西子湾店)
面包甜点,CAPATINA义大利冰淇淋(SOGO店)
面包甜点,打狗烘焙小铺
面包甜点,糖圆圆(高雄店)
面包甜点,三民市场无店名爱玉冰
面包甜点,小沟顶冷饮店
面包甜点,罗伦斯呜噜噜咖啡
面包甜点,蛋板捲
面包甜点,青叶冰城
面包甜点,清心福全冷饮站(大树中兴店)
面包甜点,瑞丰夜市 蜂巢冰淇淋
面包甜点,侨美囍饼蛋糕
面包甜点,文南九龙城陈记香港茶(凯旋夜市摊商)
面包甜点,造型棉花糖
面包甜点,agnès阿尼亚思手作甜点专卖
面包甜点,里夫蛋糕
面包甜点,B&G 德国农庄复合式茶馆 Tea Bar
面包甜点,高雄福华大饭店-美膳坊
面包甜点,FUN Tower 日式可丽饼
面包甜点,鲜茶道(鼎山明诚店)
面包甜点,绮飞顶级法式甜点
面包甜点,多那之(小港门市)
面包甜点,本家御守
面包甜点,Deli & Bakery 糕饼小舖
面包甜点,50岚(富国店)
面包甜点,泰林茶饮(新崛江)
面包甜点,手工彩虹银丝卷
面包甜点,黑糖奶茶铺
面包甜点,安娜玛莉亚-英国茶沙龙
面包甜点,一保堂茶铺
面包甜点,哈根达斯 Haagen-Dazs(大立精品店)
面包甜点,BIGTOM美国冰淇淋文化馆
面包甜点,约客夏手工义式冰淇淋 x 山崎可乐饼
面包甜点,哈根达斯 H??agen-Dazs?(高雄梦时代分店)
面包甜点,懿品乳酪菓子手造所(汉神百货本馆B3)
面包甜点,Mister Donut 统一多拿滋(R8门市)
面包甜点,Mister Donut(R8门市)
面包甜点,大苑子茶饮专卖店(高雄大昌店)
面包甜点,薏37
面包甜点,三茶三巷-蔗糖手调冷饮
面包甜点,Good パン
面包甜点,芋仔很挤
面包甜点,红海茶饮 Red Ocean
面包甜点,茶言茶语-用冰糖的现泡茶饮
面包甜点,天水飘香
面包甜点,萝蒂烘培坊
面包甜点,黑丸
面包甜点,帕莎蒂娜烘焙坊(建国店)
面包甜点,幸福之丘
面包甜点,Shaka Shaka果茶庄园
面包甜点,杏仁豆腐冰(德贤店)
面包甜点,Godiva Chocolatier(三多路店)
面包甜点,杰克小子(大树溪埔店)
面包甜点,bigtom美国冰淇淋文化馆(红毛港文化园区)
面包甜点,御炉香豆花
面包甜点,清玉手调饮品(武庙店)
面包甜点,溢园烘焙屋
面包甜点,多栗烧果子制造馆
面包甜点,水巷茶弄(热河店)
面包甜点,疯仙草手工仙草专卖店
面包甜点,文艺复兴咖啡馆
面包甜点,丸浜日式手作霜淇淋
面包甜点,吴家红茶冰(鸟松仁美店)
面包甜点,甲贺屋霜淇淋
面包甜点,H?agen-Dazs(新光三越左营店)
面包甜点,爱波饮乐(树德店)
面包甜点,TFYOGURT《图图果》霜?优格(高雄左营新光三越门市)
面包甜点,Lattice比利时 列日松饼
面包甜点,金旺果汁站
面包甜点,菜鸭子
面包甜点,Haagen-Dazs(汉神店)
面包甜点,Lavie甜心派
面包甜点,自然埢手作霜淇淋
面包甜点,西岸冰淇淋
面包甜点,吴家红茶冰(梓官店)
面包甜点,牛哥特调木瓜牛奶
面包甜点,楠梓家乐福
面包甜点,华仔冰火菠萝包
面包甜点,Caffe Bene
面包甜点,开心果松饼
面包甜点,Juicy Maggie 蛛丝马迹
面包甜点,Dancing ICE 舞动奇冰(高雄总店)
面包甜点,上记蔬果汁(文横店)
面包甜点,云家柠檬汁
面包甜点,冈本11(青年店)
面包甜点,旺仔黑砂糖挫冰(冈山店)
面包甜点,福生果菜汁
面包甜点,乔林新鲜果汁茶饮专卖
面包甜点,米思酷奇手工烘培
面包甜点,米格手作甜食
面包甜点,51街茶饮专卖店
面包甜点,88嫩仙草(高雄林森店)
面包甜点,Aroma Ice cream
面包甜点,Baskin Robbins 31冰淇淋(大统和平店)
面包甜点,Costa Juice 橙果海岸
面包甜点,E'Z Chocolat Cake
面包甜点,E'Z Chocolat Cake(美术店)
面包甜点,EMILY'S 艾蜜莉霜淇淋专卖店(裕诚门市)
面包甜点,King gelato(义大利手工冰淇淋)
面包甜点,Lecoco椰来香(大统烘焙门市)
面包甜点,Lepain巴黎波波
面包甜点,Love Cake
面包甜点,Mister Donut(大顺店)
面包甜点,Mister Donut(梦时代门市)
面包甜点,Mister Donut(巨蛋门市)
面包甜点,SWEET冰馆
面包甜点,Sun Liege Waffle 太阳松饼
面包甜点,一口香铜锣烧
面包甜点,一级棒红豆饼
面包甜点,不老青草王(冈山天第店)
面包甜点,中钢福利社
面包甜点,乡村饼屋(平等店)
面包甜点,亚舍红茶冰
面包甜点,以耳传耳
面包甜点,傻瓜冰茶(和平直营店)
面包甜点,劳工公园QQ蛋(地瓜球
面包甜点,北胜集团-浚庆肉品专卖店
面包甜点,原耕蛋糕
面包甜点,古名豆花(光复直营店)
面包甜点,古早味黑糖冰
面包甜点,叭叭噗打狗烤布丁
面包甜点,台糖贩售中心
面包甜点,嚐鲜茶饮连锁店
面包甜点,圣卡罗专业烘培
面包甜点,多栗烧果子馆
面包甜点,多那之咖啡蛋糕 Dountes コーヒー＆パン(明诚店)
面包甜点,安得芦烘培坊
面包甜点,小林茶馆
面包甜点,小樽面包
面包甜点,小王子烘焙坊
面包甜点,小草冰吧
面包甜点,就是这个包
面包甜点,川老饕红味坊
面包甜点,川本冈手制工坊
面包甜点,巴贝多精致烘焙美食(建工店)
面包甜点,巴特里烘焙
面包甜点,幸福荳荳烘焙屋
面包甜点,御炉香豆花
面包甜点,心路基金会一家工场
面包甜点,忠仆号邮轮
面包甜点,成功哲学鲜果茶饮连锁
面包甜点,旗山桔仔汁大王
面包甜点,日川大判烧
面包甜点,旺角冰店
面包甜点,杨记酸梅汤(三越文横店)
面包甜点,杨记泉水豆浆
面包甜点,杰克小子(高雄后昌店)
面包甜点,松饼 House
面包甜点,松饼先生(崛江店)
面包甜点,欧朵贝儿杯子蛋糕守创坊
面包甜点,法式软木塞蛋糕
面包甜点,浅草面包(自由店)
面包甜点,清心(大裕店)
面包甜点,烘乐夫法式烘焙
面包甜点,爵士冰城
面包甜点,狮甲绿豆汤
面包甜点,珍妃咖啡坊
面包甜点,瑞菓食品手工坊
面包甜点,瓢虫冷饮店
面包甜点,甘蔗泡(裕诚总店)
面包甜点,田蒝嫩仙草
面包甜点,白木屋(高雄左营店)
面包甜点,看茶王(裕诚店)
面包甜点,禾扬豆奶蛋糕(阳明店)
面包甜点,纯新蛋糕面包烘培坊
面包甜点,绿砖奶茶
面包甜点,舞茶风茶饮
面包甜点,蟹壳皇手工葱酥饼
面包甜点,许家豆花汤圆
面包甜点,金鑛咖啡(博爱店)
面包甜点,85度C(高雄一心店)
面包甜点,阿妹八宝冰
面包甜点,面包工场
面包甜点,香港安其拉欧式弥月蛋糕
面包甜点,高雄手工烤布丁
面包甜点,鲜杯现榨果汁
面包甜点,鸦片工场
面包甜点,黄金船三明治
面包甜点,黑面蔡
面包甜点,古早味豆花
面包甜点,雪之泉 当日手作限定霜淇淋专卖店
面包甜点,禾风亭霜淇淋专卖店
面包甜点,iCE+ 艾司加冰屋
面包甜点,就要塔
面包甜点,Woody Milk Pudding 绵绵严选幸福甜点
面包甜点,欧依希手作美食坊
面包甜点,雷芽茶饮(鼎中店)
面包甜点,一宗手作烤布丁
面包甜点,巧堤chate?欧式饮冰茶集
面包甜点,芝麻小事 真实果饮
面包甜点,TST
面包甜点,袋袋木冰淇淋菓子制造所
面包甜点,(辅英科技大学)松饼店
面包甜点,35纤果茶
面包甜点,AQA冻圆/茶品/奶酪
面包甜点,Cold Stone 酷圣石冰淇淋(大顺门市)
面包甜点,酷圣石(汉神巨蛋)
面包甜点,N12全麦坊
面包甜点,S'more Sugar Pastry
面包甜点,U豆咖啡店
面包甜点,my cookies
面包甜点,ㄚ好婶古早味红茶冰(前镇沱江店)
面包甜点,ㄚ布烤布丁
面包甜点,一茶鲜捞饮
面包甜点,一茶鲜捞饮
面包甜点,三峡牛角烘培屋
面包甜点,东客面包DONQ(汉神店)
面包甜点,五芳法式可丽饼
面包甜点,伊豆咖啡烘焙工场
面包甜点,傻瓜冰茶(久曲堂店)
面包甜点,光远松饼坊
面包甜点,八番坊蛋糕专卖店(新国店)
面包甜点,八番坊食品行(凤山总店)
面包甜点,冰淇淋
面包甜点,几分甜(高雄店)
面包甜点,凤山中正路车轮烧
面包甜点,力力果汁
面包甜点,动物蛋糕(鸡蛋糕)
面包甜点,古早味杏仁茶
面包甜点,古名豆花王
面包甜点,可利丹烘培坊
面包甜点,右昌绿豆汤
面包甜点,吴家豆花八宝冰
面包甜点,咕蒂．咕蒂研磨咖啡(河堤店)
面包甜点,品屋
面包甜点,善邻豆花专卖店
面包甜点,喜冰店
面包甜点,喜满客爆米花
面包甜点,园室佐茶
面包甜点,多栗烧果子制造馆
面包甜点,大力果汁(成功路)
面包甜点,大力果汁(青埔店)
面包甜点,大川本铺
面包甜点,大碗公亚热带美食冰城
面包甜点,奥玛烘焙(自由店)
面包甜点,威力果汁
面包甜点,宪成烘焙屋
面包甜点,家荣面包店
面包甜点,小时候生活咖啡
面包甜点,山居岁月有机商店(明仁店)
面包甜点,左营永吉杨桃汤
面包甜点,巨无霸霜淇淋
面包甜点,抹茶豆花
面包甜点,拉茶精灵
面包甜点,杰克乳酪蛋糕
面包甜点,林姐妹
面包甜点,林师傅烘焙屋
面包甜点,欧吉斯仙草专卖店
面包甜点,欧贝娜面包访
面包甜点,浅草面包(五甲店)
面包甜点,浓厚铺青草茶(高雄坎城店)
面包甜点,清心福全冷饮站(自强店)
面包甜点,澎湖陈冰店
面包甜点,甘蔗泡(青年店)
面包甜点,生力美食
面包甜点,甲仙小奇
面包甜点,秋香西点面包部(秋香囍饼)
面包甜点,籁恩都格蛋糕塑型馆(安吉店)
面包甜点,粉圆冰
面包甜点,糕点厨(一心店)
面包甜点,维克王子欧式烘焙
面包甜点,绿野香踪香草茶饮专卖店
面包甜点,老张爱玉店
面包甜点,芊穗家冰Ｑ铜锣烧
面包甜点,英伦茶屋
面包甜点,茶十二叡曲
面包甜点,草地人传统豆花(凤凌店)
面包甜点,菠萝油王子MINI茶餐厅
面包甜点,行事红心粉圆
面包甜点,许经海绿豆汤
面包甜点,金华酥饼
面包甜点,高雄角之馆(高雄九如店)
面包甜点,麦香亭
面包甜点,黄金松饼屋
面包甜点,黑蜜剉冰
面包甜点,彩虹雪
面包甜点,香港安其拉欧式弥月蛋糕
面包甜点,伍零奇冰
面包甜点,绿圆绿豆汤(总店)
面包甜点,Coolplay霜淇淋
面包甜点,橙蜜屋
面包甜点,冰茶马克（大连店）(冰茶马克大连分店)
面包甜点,庄记绿豆算
面包甜点,乙米屋霜淇淋
面包甜点,vanilla beans 手作甜点?咖啡
面包甜点,六时奶茶
面包甜点,几纷糖(建工店)
面包甜点,巴福金典烘焙屋复合式餐饮
面包甜点,魔法阿嬷的新家
面包甜点,日食南方风味烘焙坊
面包甜点,相思园甜品屋
面包甜点,38柒茶堂
面包甜点,盐埕青草茶
面包甜点,艾密莉私房面包坊
面包甜点,蜂潮手工霜淇淋
面包甜点,浅草舖日式手作霜淇淋和果子
面包甜点,助师傅烘焙坊
面包甜点,古早味红茶
面包甜点,桦丰鲜奶茶
面包甜点,格拉蒂亚手作义式冰淇淋
面包甜点,经典美满烘焙屋(博爱店)
面包甜点,你好!红豆汤
面包甜点,CAPATINA卡巴蒂娜义大利手工冰淇淋
面包甜点,吉娜多义式手工冰淇淋(King Gelato)
面包甜点,Nanabella Patisserie(美术馆)
面包甜点,御奌茶
面包甜点,乐水苑
面包甜点,南风洋菓子
面包甜点,老盐埕十兄弟绿豆汤(四维光华店)
面包甜点,英女皇茶餐厅
面包甜点,宝石甜点坊
面包甜点,善化一等凉
面包甜点,迷客夏 Milk shop(高雄自强店)
面包甜点,老盐埕 十兄弟绿豆汤
面包甜点,爱伦面包(楠梓店)
面包甜点,一保堂(中山店)
面包甜点,葳林爵阁 Winnie Drinker
面包甜点,Mr.Lyon 里昂小茶馆
面包甜点,620手作霜淇淋(鼎山店)
面包甜点,iSweet Bar美式冰淇淋
面包甜点,拌茶专业茶饮
面包甜点,兴达港牛舌饼
面包甜点,全家便利商店 FamilyMart(高雄忠孝店)
面包甜点,台湾氧茶(建兴店)
面包甜点,奈良小鹿冰淇淋专门店
面包甜点,浮力森林
面包甜点,田食茶馆
面包甜点,妙一养身茶舖
面包甜点,布噜布噜可丽饼四维店
面包甜点,番茄切盘
面包甜点,旗山香蕉蛋糕
面包甜点,genia创意优格霜淇淋
面包甜点,有时复古
面包甜点,爱蜜丽の松饼小屋
面包甜点,安吉利诺义式冰淇淋
面包甜点,旧室商行
面包甜点,加州风创作轻食
面包甜点,幸野家手作双淇淋│茶饮│咖啡
面包甜点,泰凉清冰
其他中餐,Mini Bean迷你豆
其他中餐,朝山会馆
其他中餐,鸭肉饭专卖店
其他中餐,满味香美食
其他中餐,六合张排骨酥汤
其他中餐,江豪记 臭豆腐王(民生店)
其他中餐,聪明鸭肉店
其他中餐,高雄义大皇冠假日饭店
其他中餐,成男生碗稞肉粽
其他中餐,新乐园热炒‧串烧
其他中餐,秀宜粄条专卖店
其他中餐,駁二魏記食府
其他中餐,老牌周烧肉饭(盐埕店)
其他中餐,桥仔头 黄家肉燥饭
其他中餐,宽心园精致蔬食料理(高雄爱河店)
其他中餐,艾妮塔养生素食(新光三越左营店)
其他中餐,菜粽李粽店
其他中餐,家福小馆
其他中餐,旧市羊肉店
其他中餐,义大犀牛运动餐厅
