素食,金發爆米香
面包甜点,味有氧の蔬果汁
面包甜点,小林木瓜牛奶
面包甜点,泰山冰店
面包甜点,阿布丁丁专卖店
面包甜点,关北红豆饼(家乐福仁德店)
面包甜点,薏仁馆
面包甜点,公园口八宝冰
面包甜点,三元坊
面包甜点,哈燻蛋(哈燻蛋)
面包甜点,回忆香精致小点
面包甜点,垦丁蛋蛋ㄉㄨㄞ奶(台南中正店)
面包甜点,福乐屋
面包甜点,李正合兴蜜饯行
面包甜点,府城花生糖
面包甜点,蜜旺果(赖永坤水果乾)
面包甜点,亚洲面包
面包甜点,蜜桃香冷饮店
面包甜点,好礼道商行
面包甜点,新裕珍饼铺
面包甜点,台南邱家古早味有机传统豆花
面包甜点,恋恋芒果冰
面包甜点,韩金婆婆食品行(育贤店)
面包甜点,统一瑞穗鲜乳雪糕(草莓牛奶)
面包甜点,明新食品(总店)
面包甜点,中正堂茶格店
面包甜点,小南蕨 Le Petit Baron
面包甜点,小林木瓜牛奶(安平店)
面包甜点,亲亲烘焙屋
面包甜点,陈Q古早黑砂糖剉冰
面包甜点,杏仁豆腐冰
面包甜点,阿旺黑砂糖刨冰(台南永康店)
面包甜点,郭姐茶坊
面包甜点,阿明芋头大王
面包甜点,樱波布丁(银波贝特美布丁)
面包甜点,阿美现烤古早味蛋糕
面包甜点,慕红豆
面包甜点,家的服务购物商城
面包甜点,朵莉屋
面包甜点,西井村蜂蜜滷味(安中店)
面包甜点,良友冷饮店
面包甜点,东丰邮局前红豆饼
面包甜点,安平手工蛋捲
面包甜点,绿绿小麦 手感烘焙 Dazzling Wheat
面包甜点,仙茶铺
面包甜点,成大绿豆汤
面包甜点,银波布丁(台南安平店)
面包甜点,那个年代杏仁豆腐冰
面包甜点,康宇家
面包甜点,可俪可丽 これクレープ
面包甜点,吉乐菓
面包甜点,BIGTOM美国冰淇淋文化馆(台南focus店)
面包甜点,益生堂蜜饯
面包甜点,苏家鲜虾饼
面包甜点,金色小屋
面包甜点,永泰兴蜜饯行(安平路分店)
面包甜点,Johan面包坊(新光三越西门店)
面包甜点,奉茶来恁兜(台南公园总店)
面包甜点,董师傅手工麻糬
面包甜点,转角冰淇淋
面包甜点,东东鲜虾饼
面包甜点,统一LP33益敏优多
面包甜点,信裕轩
面包甜点,建中食品行
面包甜点,台南-蜷尾家
面包甜点,佐贺家霜淇淋
面包甜点,阿田木瓜牛奶
面包甜点,花园夜市莲藕茶
面包甜点,台南旺仔黑糖刨冰店(台南成功店)
面包甜点,一芝红 大旺来凤梨酥烘焙坊
面包甜点,晴天包子Sunny Steamed Buns
面包甜点,无名豆花
面包甜点,水煎包
面包甜点,多多巧思现烤蛋糕
面包甜点,月芽面包
面包甜点,丽都大冰果
面包甜点,宝味鲜
面包甜点,天使贝克 私房酵母面包专卖店
面包甜点,芋豆赏
面包甜点,白茶趣
面包甜点,甘蔗柠檬
面包甜点,佐贺家霜淇淋(赤崁店)
面包甜点,天使贝可 天然酵母手感烘焙
面包甜点,小公园水果店
面包甜点,香草铺子(府中店)
面包甜点,十八卯茶屋
面包甜点,乔治派克(台南文南店)
面包甜点,清心福全（复国一店）(复国一路，一店。)
面包甜点,凤凰冰铺
面包甜点,我们这一家酥皮车轮饼
面包甜点,御蜜仙草专卖
面包甜点,波哥茶饮
面包甜点,满足花园
面包甜点,大泉杂货红茶牛奶
面包甜点,波哥创意茶饮
面包甜点,茶的魔手(善化店)
面包甜点,神秘千层蛋糕
面包甜点,维美雪乳冰
面包甜点,阿婆刨冰
面包甜点,Dreaming cafe 绮飞 法式甜点
面包甜点,御手相传 尚源堂 草本茶
面包甜点,k-pair散步甜点双淇淋
面包甜点,高玉食堂
面包甜点,均衡一下果汁
面包甜点,ok bird 杯子蛋糕
面包甜点,小林木瓜牛奶
面包甜点,五吉堂手感烘焙坊
面包甜点,西雅图咖啡(台南新天地)
面包甜点,许家堡
面包甜点,明新食品(安平店)
面包甜点,马修严选(崇学门市)
面包甜点,佛都爱玉(国华店)
面包甜点,天使贝可
面包甜点,巨无霸霜淇淋
面包甜点,H?agen-Dazs(公园店)
面包甜点,七福神鲷鱼烧
面包甜点,金芳布丁
面包甜点,椰子树coconut Tree
面包甜点,七彩虹饮品
面包甜点,花之烧
面包甜点,台南市 7-11北门门市
面包甜点,大亿丽致-风尚庭园咖啡下午茶
面包甜点,美丽格艺术蛋糕面包店
面包甜点,台南孔庙抹茶摊美食
面包甜点,金泉兴蜜饯童玩行
面包甜点,银峰冰果室
面包甜点,阿轩生机蔬果吧
面包甜点,阿龙杏仁茶
面包甜点,顺利烘焙坊
面包甜点,马修严选(台南门市)
面包甜点,麦布丁蛋糕(My Pudding Cake)
面包甜点,龙泉冰店
面包甜点,华仑婷娜
面包甜点,FUN Tower日式可丽饼
面包甜点,Morimori森田屋
面包甜点,黑工号嫩仙草
面包甜点,85度C
面包甜点,85度C(仁德店)
面包甜点,EVA伊娃日式泡芙专卖店
面包甜点,Katsu yo cafe 咖自由
面包甜点,二只鱼手调茶饮(善化店)
面包甜点,五十岚
面包甜点,公爵菓子工房
面包甜点,冰矿
面包甜点,几分甜(安平店)
面包甜点,南势农庄龙眼乾
面包甜点,可斯里咖啡烘焙
面包甜点,可莉坊
面包甜点,吴妈妈布丁
面包甜点,大树形烧(东山休息站)
面包甜点,奶油鼻子轻食烘焙坊
面包甜点,安堤生烘焙
面包甜点,小南普洱王
面包甜点,小小星
面包甜点,就是想喝(新市精致店)
面包甜点,府中街服务台-煮碰糖
面包甜点,新桥蛋糕(仁德店)
面包甜点,新营糖厂副产中心-鲜奶仙草冻
面包甜点,无名摊贩
面包甜点,杏福屋枫糖甜心圈
面包甜点,杜老爷欧布雷克爱尔兰咖啡甜筒
面包甜点,松霖茶坊
面包甜点,泡泡桔子冰饮专卖店(新市总店)
面包甜点,洛克烁克冰铺
面包甜点,炭火鸡蛋糕
面包甜点,烘焙菓子坊
面包甜点,熊猴一家
面包甜点,爵式蓝带(新光西门店)
面包甜点,瓜瓜园
面包甜点,白木屋(嘉义中山店)
面包甜点,看茶王
面包甜点,立丰饼店
面包甜点,羊角面包
面包甜点,美食甘仔店
面包甜点,英国蓝英式红茶专卖店(安平店)
面包甜点,茶专茶饮(台南北安店)
面包甜点,荞荞
面包甜点,葡吉面包店(成功分店)
面包甜点,豆丽欧
面包甜点,贝壳沙滩
面包甜点,长生本铺(北门店)
面包甜点,阿强仔冰店
面包甜点,鹌鹑咸派
面包甜点,麻布茶房(台南店)
面包甜点,Mascot Bar 哥德式教堂
面包甜点,De Canelé 露露丽丽
面包甜点,高典现烤蛋糕
面包甜点,苦主健康茶饮
面包甜点,94i 手感烘焙
面包甜点,All Pass 欧派 比利时松饼
面包甜点,Lady MaMa 私房点心
面包甜点,88嫩仙草
面包甜点,Banana手作烘焙
面包甜点,Mister Donut(台南新天地门市)
面包甜点,Mr.艾斯
面包甜点,一中街 大轮 红豆饼
面包甜点,一等凉冬瓜茶(盐行店)
面包甜点,三峡牛角烘焙屋(新兴店)
面包甜点,佳湘西点烘培
面包甜点,全味香-喜饼蛋糕名店
面包甜点,八宝彬圆仔惠(金华店)
面包甜点,公主茶园
面包甜点,古早味手摇冰
面包甜点,古早味芒果冰
面包甜点,古鲁米烘焙坊
面包甜点,台塩咸冰棒
面包甜点,大川本铺
面包甜点,富川麻糬
面包甜点,小叶布丁
面包甜点,小约翰烘焙料理
面包甜点,庆中街绿豆汤
面包甜点,慕红豆
面包甜点,新营糖厂
面包甜点,新香珍食品行
面包甜点,正合兴
面包甜点,民族路 赵家白糖粿
面包甜点,泡泡桔子(善化店)
面包甜点,浅野屋时尚烘焙
面包甜点,浆果咖啡馆
面包甜点,海枫虾饼
面包甜点,热富西点面包店
面包甜点,神农本铺
面包甜点,红太阳(东宁店)
面包甜点,绿豆碰专卖店
面包甜点,若里绮
面包甜点,英国蓝英式红茶专卖店
面包甜点,西华蛋糕
面包甜点,邱妈妈花生糖
面包甜点,邱记鲜虾饼
面包甜点,85度C(台南建平店)
面包甜点,阿圣杏仁豆腐冰
面包甜点,哈根达斯 Haagen-Dazs(台南中山店)
面包甜点,甜菓冰舖奶酪布丁专卖店
面包甜点,Mister Donut台南门市
面包甜点,昭和五五
面包甜点,吉米冰沙鲜果饮品
面包甜点,亚米甜甜圈
面包甜点,Imma Bakery&Cafe
面包甜点,N23度工夫茶
面包甜点,PS oven
面包甜点,山刺果冰淇淋
面包甜点,乐贝特Patisserie La Pétoile
面包甜点,吉田万屋
面包甜点,Teaˊs 原味
面包甜点,蓝白house义式手工冰淇淋
面包甜点,正妹妹脆皮鸡蛋糕(台南公园店)
面包甜点,郝小妹格子Q(南台科大店)
面包甜点,义美食品(台南门市)
面包甜点,小樽面包(崇善捌店)
面包甜点,I'M Waffle(南台店)
面包甜点,阿嬷现烤鸡蛋糕
面包甜点,青蛙黑蛋奶(中山店)
面包甜点,Boss Car 柏斯卡比利时松饼
面包甜点,古早味包子
面包甜点,大芳木瓜牛乳
面包甜点,爸沙印度拉茶
面包甜点,甜心日式现烤蛋糕
面包甜点,水生饮料店
面包甜点,香港鸡蛋仔
面包甜点,孔子庙石狮下鲜果
面包甜点,转角烘焙美食
面包甜点,狐狸尾巴(金华店)
面包甜点,I'M Waffle(仁和店)
面包甜点,下町の洋菓子
面包甜点,荻米特磨坊
面包甜点,鸟面包
面包甜点,小丞事
面包甜点,烘贝桑手作坊
面包甜点,I'M waffle(成大店)
面包甜点,一家蛋糕专门店
面包甜点,天仁茗茶特级绿茶粉
面包甜点,胡桃兔
面包甜点,冰营
面包甜点,高典蛋糕
面包甜点,绿香Tea茶饮店(盐水总店)
面包甜点,蔗汁味天然饮品专卖店
面包甜点,一花亭日式甜食
面包甜点,CiaoBono Gelato
面包甜点,伊豆府 霜淇淋专卖
面包甜点,爱波饮乐(中山总店)
面包甜点,Queen House法式手工甜点
面包甜点,阿祺茶水堂天然冰茶奶舖
面包甜点,狸小路手作烘焙
面包甜点,Silence 屏息
面包甜点,卡莎儿天然酵母面包小舖
面包甜点,蛋塔工场
面包甜点,温室烘培屋(庆东店)
面包甜点,七里香(台南崇学店)
面包甜点,N23度 功夫茶
面包甜点,抹赤豆
面包甜点,奇奇亚义式手工冰淇淋
面包甜点,幸福駅霜淇淋
面包甜点,冻之屋 茶冻专卖
面包甜点,爱波饮乐(东平店)
面包甜点,老样子 法式薄饼
面包甜点,千家轩
面包甜点,红太阳国际茶饮连锁事业(总店)
面包甜点,OhDaDa 菓子工坊
面包甜点,奶盖咩(台南店)
面包甜点,迷客夏
面包甜点,Belinda/Silver Frost
面包甜点,千家轩烘焙坊(复国店)
面包甜点,OH!MISS.荳荳
面包甜点,维美冰店
面包甜点,蜂蜜柠檬芦荟
面包甜点,心之味蒟蒻绿豆汤
面包甜点,迷客夏
面包甜点,Agape Gelato爱加倍手作义式冰淇淋
面包甜点,小平方抹茶生活小物
面包甜点,牛犁居
面包甜点,浅草面包(崇德店)
面包甜点,红茶帮(民权北店)
面包甜点,地球烘焙美食(府前店)
面包甜点,溢胜食品
面包甜点,克林姆の屋
面包甜点,Crook Classic 杯子社
面包甜点,金可可 创意美食料理
面包甜点,喜乐多水果优格冰淇淋
面包甜点,藤喜家
面包甜点,Puff 帕芙
面包甜点,8元红豆饼
面包甜点,Merci Kitchen英式司康专卖所
面包甜点,一代茶师
面包甜点,西门路 无名爱玉冰
面包甜点,富香屋 手工汽水
面包甜点,来福鸡蛋布丁
面包甜点,爱丝冰菓
面包甜点,HOME 比利时松饼
面包甜点,SMILE
面包甜点,ㄚ好婶古早味红茶冰(台南安中店)
面包甜点,一手私藏世界红茶(台南东宁店)
面包甜点,一茶鲜捞饮
面包甜点,佳湘面包
面包甜点,冰乐园冰品
面包甜点,冰岛芒果
面包甜点,台南‧啾司爱手工冰淇淋
面包甜点,多那之咖啡面包(台南永康门市)
面包甜点,奇卡复合式烘焙屋
面包甜点,小新划岛
面包甜点,小泽铜锣烧
面包甜点,小番茄
面包甜点,小马路烘焙坊
面包甜点,尚和休息站
面包甜点,常春藤 咖啡．点心坊
面包甜点,幸福烘培(台南新天地)
面包甜点,格那修ganache手作蛋糕
面包甜点,椿之味薏仁汤(永康店)
面包甜点,游爸爸蕃薯椪 白糖粿
面包甜点,篮记豆花
面包甜点,精致烘焙屋
面包甜点,红豆小屋
面包甜点,绿林
面包甜点,老正牌鸡蛋糕
面包甜点,茶香世家
面包甜点,几分甜(文化店)
面包甜点,家乐福中正店(面包部)
面包甜点,翔美雪花冰(台南新天地)
面包甜点,阿喜古早味现烤蛋糕
面包甜点,茶的魔手
面包甜点,怪兽茶铺
面包甜点,大湾花生糖(西门店)
面包甜点,青年路东菜市传统豆花
面包甜点,吴万春蜜饯
面包甜点,正典咖啡馆
面包甜点,茶的魔手
面包甜点,进来凉冬瓜茶(两角银)(赤崁店)
面包甜点,清心福全冷饮站(东宁路)
面包甜点,瓦地加芋圆
面包甜点,hello kitty主题餐厅(南纺梦时代)
面包甜点,瑞比冰淇淋
面包甜点,Lady MaMa私房点心
面包甜点,玉井冰栈芒果冰
面包甜点,青年路 古式豆花
面包甜点,新化阿惠刨冰
面包甜点,海砂屋刨冰
面包甜点,宝岛红茶冰
面包甜点,60号红豆饼铺
面包甜点,翰林茶馆(金华店)
面包甜点,85度C(西门店)
面包甜点,荣成冰果社
面包甜点,阿丽阿珍
面包甜点,清心福全冷饮站(善化一店)
面包甜点,清心福全冷饮站(忠义店)
面包甜点,85度C(台南佳里店)
面包甜点,iceage 雪绵冰
面包甜点,寻路。甜
面包甜点,儒家花生仁汤
面包甜点,bee honey 蜂巢霜淇淋
面包甜点,amour 爱慕冰淇淋
面包甜点,一大粒义式冰淇淋_italian
面包甜点,活力豪鲜果行
面包甜点,台南雪锅
面包甜点,茶之魔手(郡安店)
面包甜点,麻吉格
面包甜点,菓之味点心坊
面包甜点,小熊雪花冰(台南公园店)
面包甜点,Moogo玛朵果茶(中山站前店)
面包甜点,亚米冰琪淋专卖店
面包甜点,安平老街杨家酸梅汤
面包甜点,新美街、民族路口爱玉冰
面包甜点,王西势食品行
面包甜点,茶之魔手
面包甜点,Rotiboy
面包甜点,八宝冰
面包甜点,冰心茶王冷饮站(台南新兴店)
面包甜点,南风冰菓室
面包甜点,古早味水缸豆花
面包甜点,旧来发饼铺
面包甜点,林家麻豆文旦城
面包甜点,汕头古早味豆花
面包甜点,石家㊣阿美
面包甜点,金水号乌鱼子专卖店
面包甜点,雅+达藤原豆腐冰
面包甜点,黑桥牌香肠/公园店
面包甜点,清吉水果
面包甜点,中坜观光夜市泡泡冰(台南市育乐店)
面包甜点,嚮茶(台南仁德店)
面包甜点,土匪烘焙事务所
面包甜点,府中街冰淇淋
面包甜点,果子饼乾果汁专卖店
面包甜点,古香碳烤胡椒饼
面包甜点,盖不同奶盖茶连锁专卖店
面包甜点,盖不同奶盖茶连锁专卖店
面包甜点,赤崁楼甜蜜蜜冰果室
面包甜点,兴豆花
面包甜点,安平南岛芒果冰
面包甜点,永华阿美绿豆汤(台南本店)
面包甜点,50岚(市医店)
面包甜点,食为先本铺-关庙土凤梨酥(安平店)
面包甜点,八角8茶饮
面包甜点,布莱恩红茶
面包甜点,响茶饮料专卖店(家专分店)
面包甜点,天然布丁豆花店
面包甜点,富旻冰果室
面包甜点,黄家豆花
面包甜点,Teaˊs 原味
面包甜点,绻绻屋
面包甜点,下町の洋果子(MoRi MoRi烘)
面包甜点,元祖食品(台南旗舰店)
面包甜点,几分甜(成功店)
面包甜点,奉茶来恁兜(台南南门)
面包甜点,宝来冬瓜茶
面包甜点,茶香世家
面包甜点,震益姜园
面包甜点,巧栗烧
面包甜点,翰林茶馆(文化店)
面包甜点,郭元益(新营门市)
面包甜点,里夫蛋糕(公园店)
面包甜点,郭家绿豆汤(临安店)
面包甜点,里夫蛋糕(北门店)
面包甜点,里夫蛋糕(湖美店)
面包甜点,金义美冰店
面包甜点,金华61
面包甜点,金夜冷饮店
面包甜点,金永兴麦芽饼
面包甜点,金蕉条鸡蛋糕
面包甜点,闲聊123行动蛋糕车
面包甜点,阳记脆支
面包甜点,阳光茶饮
面包甜点,阿Q冻圆(善化店)
面包甜点,阿三仔冰店
面包甜点,阿伯仔烧冷冰
面包甜点,阿公ㄟ果园
面包甜点,阿好姨食品
面包甜点,阿粉姨牛奶红茶
面包甜点,阿美凤梨酥现烤蛋糕
面包甜点,陈妈妈养生果汁
面包甜点,隆安烘焙
面包甜点,雪莉冰果室
面包甜点,顶昱蛋糕
面包甜点,颜选冷饮店
面包甜点,飞碟脆皮红豆饼
面包甜点,马可先生面包坊
面包甜点,马可先生面包坊(台南胜利店)
面包甜点,鲜茶道(台南南门店)
面包甜点,麦罗烘培
面包甜点,麻豆大碗刨冰
面包甜点,麻豆黑番土司
面包甜点,黑面蔡
面包甜点,黑番泡沫红茶店
面包甜点,黑马乌鱼子
面包甜点,茶自点健康茶饮
面包甜点,吴家红茶冰(台南学甲店)
面包甜点,FELICITA 义大利冰淇淋
面包甜点,mochi
面包甜点,I'M waffle(树林店)
面包甜点,潮沏轻饮·食
面包甜点,小潘潘全麦面包
面包甜点,依蕾特咖啡
面包甜点,红茶帮(善化三民店)
面包甜点,No.18生活茶饮
面包甜点,豪记活力豪鲜果原汁
面包甜点,狐狸尾巴(南方公园店)
面包甜点,张三疯烘焙坊
面包甜点,珍珠澄法式甜点La Perle Pure Patisserie
面包甜点,自在轩(裕农总店)
面包甜点,春春馆复合式咖啡茶饮连锁
面包甜点,无国籍
面包甜点,玛果茶饮(台南中山店)
面包甜点,玛果茶饮(台南南台店)
面包甜点,I'M waffle(新营店)
面包甜点,卡比甜甜地
面包甜点,I'M waffle(东门店)
面包甜点,I'M waffle(安平店)
面包甜点,法朵手工巧克力(新光三越台南西门店)
面包甜点,i豆咖啡(台南凯旋店)
面包甜点,茶汤会(青年店)
面包甜点,吴家红茶冰(台南崇道店)
面包甜点,吴家红茶冰(台南大湾店)
面包甜点,吴家红茶冰(台南湾里店)
面包甜点,吴家红茶冰(台南保安店)
面包甜点,吴家红茶冰(台南永康店)
面包甜点,吴家红茶冰(台南麻豆店)
面包甜点,吴家红茶冰(台南归仁店)
面包甜点,吴家红茶冰(台南佳里店)
面包甜点,迷客夏(安平店)
面包甜点,寒天高纤屋
面包甜点,迷客夏(盐行店)
面包甜点,善化牛墟(苏)阿堂伯白鹤灵芝青草茶&养肝茶
面包甜点,BABULU巴ㄆㄨ鲁创意果茶连锁
面包甜点,竹本先生冰淇淋店
面包甜点,三茶馆(站前店)
面包甜点,蜷蜷屋
面包甜点,两角银冬瓜茶
面包甜点,竹本先生
面包甜点,Ice Studio 手作霜淇淋
面包甜点,Ice Spot Life
面包甜点,AngelTalk法国软面包
面包甜点,清玉人文茶饮(公园店)
面包甜点,好家绿豆汤(台南大同店)
面包甜点,桔子汁专卖店
面包甜点,树耳朵
面包甜点,茶树 自然轻饮
面包甜点,Mr.咕咕古早味红茶冰专卖
面包甜点,吃茶小站
面包甜点,玉馔林
面包甜点,白桦茸 乐活茶饮连锁
面包甜点,御菓屋
面包甜点,鲜Q茶馆
面包甜点,茶都里日本茶の専门店
面包甜点,爱波饮乐(南科大顺店)
面包甜点,爱波饮乐(善化店)
面包甜点,爱波饮乐(文南店)
面包甜点,爱波饮乐(中山南门店)
面包甜点,E.ZKON 异人馆咖啡部屋
面包甜点,Tea`s原味(台南六甲店)
面包甜点,Tea`s原味(台南仁德店)
面包甜点,Tea`s原味(台南後壁店)
面包甜点,Tea`s原味(永康中山店)
面包甜点,Tea`s原味(新营民权店)
面包甜点,Tea`s原味(南市柳营店)
面包甜点,Tea`s原味(南市成大店)
面包甜点,Tea`s原味(新市南科店)
面包甜点,Tea`s原味(长荣大学店)
面包甜点,Tea`s原味(白河莲花店)
面包甜点,Tea`s原味(盐水国道店)
面包甜点,Tea`s原味(新化中山店)
面包甜点,Tea`s原味(盐水朝琴店)
面包甜点,Tea`s原味(仁德保安店)
面包甜点,温田烘培坊
面包甜点,菲乐优格-冰淇淋果汁专卖店
面包甜点,五鸡蛋烘焙屋
其他中餐,六千牛肉汤
其他中餐,石精臼牛肉汤
其他中餐,安平林家牛肉汤
其他中餐,文章牛肉汤
其他中餐,永泰兴蜜饯行
其他中餐,叶家小卷米粉
其他中餐,老曾羊肉店(总店)
其他中餐,阿裕现宰牛肉涮涮锅
其他中餐,官记臭豆腐
其他中餐,活佛欧式素食餐厅(台南店)
其他中餐,永乐米糕
其他中餐,王品牛排(台南南门店)
其他中餐,沐春温泉养生会馆
其他中餐,北平天福楼小馆
其他中餐,府前烤鸭专卖店
其他中餐,小南老苏便当(开山总店)
其他中餐,亚德当归鸭
其他中餐,树谷怀旧餐厅(树谷园区)
其他中餐,口福羊肉店
其他中餐,张家食堂
其他中餐,日光大道台南厨坊(日光大道台南厨坊)
其他中餐,阿诚鲜台南牛肉汤
其他中餐,汤皇东山排骨酥
其他中餐,老贺冬瓜茶
其他中餐,松村熏之味
其他中餐,春蚵嗲
其他中餐,福豆屋寿喜烧
其他中餐,果绿
其他中餐,鬍鬚臭豆腐
其他中餐,福记肉圆
其他中餐,善化牛墟牛肉汤
其他中餐,阿铭牛肉汤
其他中餐,炸蛋屋
其他中餐,三好一公道当归鸭
其他中餐,武庙古早味早餐
其他中餐,曾家药膳排骨汤(大东夜市)
其他中餐,小卷米粉((原国华街老店))
其他中餐,神府牛排
其他中餐,林家鱼皮
其他中餐,肉燥河~土豆肉燥饭
其他中餐,外国安虱目鱼
其他中餐,驿站香草农场
其他中餐,吴妈妈滷味馆
其他中餐,小师傅池上米食
其他中餐,素蒲屋
其他中餐,能量小铺瓮仔鸡餐厅
其他中餐,当归鸭
其他中餐,瓮王鸡
其他中餐,石精臼 虎头虾捲、排骨酥
其他中餐,傅美丽油饭(米糕专门)
其他中餐,茀立姆‧FILM早午餐
其他中餐,鱼之家
其他中餐,老绅羊肉店
其他中餐,原味山产美食
其他中餐,美香便当店
其他中餐,和意轩
其他中餐,阿鸿臭豆腐
其他中餐,裕益碗粿王
其他中餐,古密蔬食
其他中餐,陈妈咪饭团
其他中餐,夏味风味屋
其他中餐,华味香鸭肉羹(第一店)
其他中餐,six and half
其他中餐,小西门时光驿栈
其他中餐,所长茶叶蛋
其他中餐,羊肉
其他中餐,纸的布屋
其他中餐,丹波Dambo家庭料理
其他中餐,梦东篱(总店)
其他中餐,鸿品牛肉汤
其他中餐,客再来当归鸭
其他中餐,香格里拉台南远东国际大饭店
其他中餐,台南七海鱼肚专卖店
其他中餐,所长茶叶蛋(安平店)
其他中餐,新营故事馆
其他中餐,鸭霸当归鸭
其他中餐,桃花源(南科)
其他中餐,欣欣餐厅
其他中餐,多米车不车主题美食馆
其他中餐,友爱市场郭家粽
其他中餐,国香园
其他中餐,纯鲜然健康本舖
其他中餐,远翠楼(尖山埤江南渡假村)
其他中餐,安平许家
其他中餐,无名臭豆腐
其他中餐,一心素食馆(台南保安)
其他中餐,荣吉牛羊肉专卖店
其他中餐,台糖长荣酒店-吃遍天下自助餐厅
其他中餐,汤家虾卷
其他中餐,吴家牛肉汤
其他中餐,奶奶的熊熊
其他中餐,光南大批发(国宝园店)
其他中餐,赤坎牛排
其他中餐,金品鲁肉饭
其他中餐,嘉展当归鸭
其他中餐,小河越南河粉
其他中餐,坤仔当归鸭
其他中餐,(杨)北平脆皮烤鸭烤鸡专卖店
其他中餐,烟鹅店
其他中餐,咕咕铁板鸡腿肉沙威玛
其他中餐,古城豆花庄(育德路)
其他中餐,金龙槟榔(裕丰店)
其他中餐,无名蛋包饭
其他中餐,雪记粥品
其他中餐,养圣斋养生蔬食
其他中餐,豪福麻辣香锅
其他中餐,圆璞素食馆
其他中餐,上好包子坊
其他中餐,本当に红豆泥。大判烧
其他中餐,宇 新鲜牛肉汤
其他中餐,阿肥桶仔鸡
其他中餐,美琴虱目鱼粥
其他中餐,米糕、四神汤
其他中餐,好记牛肉汤
其他中餐,9分10刻 西式新料理(中正店)
其他中餐,关东煮
其他中餐,迦南地经典餐厅
其他中餐,崁顶山野味餐厅土鸡城
其他中餐,Picturesque 涂鸦空间书店
其他中餐,飞飨创意西式料理
其他中餐,三集家常菜(台南店)
其他中餐,冰岛
其他中餐,华味香(三店)
其他中餐,双品香酥猪排
其他中餐,各种筵席包办
其他中餐,四海游龙/台南南林店
其他中餐,御田乐
其他中餐,旺角臭豆腐
其他中餐,松菓
其他中餐,桧木屋
其他中餐,米香之家
其他中餐,老乡长景观餐厅
其他中餐,老拓
其他中餐,茶桶餐厅
其他中餐,阿勇家外烩办桌
其他中餐,阿派的店
其他中餐,末广町侍女队(女佣主题餐厅)
其他中餐,Picturesque 涂鸦空间书店(长荣2店)
其他中餐,APPLE203早午餐Brunch
其他中餐,Daily Deli西式盒餐
其他中餐,丐帮滷味(东门分舵)
其他中餐,仙岭瓮缸鸡
其他中餐,华味香(JTT Plaza店)
其他中餐,厨房有鸡
其他中餐,吴家园精致餐馆
其他中餐,派初所鲜火锅
其他中餐,咩 湾里羊肉店
其他中餐,咖哩蛋蛋
其他中餐,品味羊肉店
其他中餐,宏恩素食
其他中餐,慈济园素食
其他中餐,无名润饼捲
其他中餐,天然素食
其他中餐,炒饭专家
其他中餐,煮的茶铺
其他中餐,相逢有乐町百元料理
其他中餐,福洱茶栈
其他中餐,绿素界
其他中餐,老江南臭豆腐
其他中餐,蜜糖那堤
其他中餐,许家肉圆
其他中餐,阿一铁板
其他中餐,飞行程是航空主题餐厅
其他中餐,颜舍锅物
其他中餐,鹿角蕨随意食铺
其他中餐,天下大饭店
其他中餐,致稳人文商旅-马维尔异国餐厅
其他中餐,马来峰巴生肉骨茶
其他中餐,成大会馆 (Zenda Suites)
其他中餐,好味道自助快餐
其他中餐,清香羊肉
其他中餐,188宵夜早点
其他中餐,板块牛排
其他中餐,niconico 海苔
其他中餐,焗米G-me 焗烤寿司
其他中餐,富台8号无名鱼肚汤
其他中餐,斯多里中西美食
其他中餐,ㄚ好伯
其他中餐,鹌鹑晚餐
其他中餐,增森 万里猪脚专卖店
其他中餐,越南美食屋
其他中餐,胖虎地瓜球
其他中餐,上品大肠面线
其他中餐,蔡家蚵嗲
其他中餐,荣昌甘记(善化店)
其他中餐,E288 衣柜子甜点 服饰 手工饼乾
其他中餐,女孩主义
其他中餐,谢鸭肉之家
其他中餐,Ivy Flower 生活家
其他中餐,庭庭越南咖啡河粉
其他中餐,安平书房 二鱼咖啡
其他中餐,7月11日(东桥门巿)
其他中餐,好而大关东煮
其他中餐,春月堂香炸鸡排(中山本铺)
其他中餐,馨香的厨房
其他中餐,西湖杭州炒饭专卖店(大桥店)
其他中餐,大馔卤味
其他中餐,Fun king
其他中餐,JYJ河景酒窖餐厅
其他中餐,洪妈锅贴专卖店
其他中餐,佳里顺福牛肉汤
其他中餐,烘厨(大林店)
其他中餐,小桔子
其他中餐,鱼之乡鲜鱼店
其他中餐,新民素食早餐店
其他中餐,信宏土产牛肉
其他中餐,原野炭烧羊肉炉
其他中餐,杨记祖传胡椒风螺
其他中餐,就是鲜
其他中餐,D.D. DOODLE
其他中餐,masa loft 玛莎萝芙
其他中餐,义成土魠鱼羹
其他中餐,吴师傅滷味(中华店)
其他中餐,小东路麻辣关东煮
其他中餐,Cafe Ballet Baby Kitchen(台南店)
其他中餐,Lazy Bones懒骨头美式早午餐
其他中餐,栗味斋
其他中餐,花式棉花糖
其他中餐,台南2元黑轮
其他中餐,优尼厨房
其他中餐,法喜满屋素食
其他中餐,东门圆环虾仁饭
其他中餐,无名鸭肉面
其他中餐,吃饭的小站
其他中餐,巧匠舞音
其他中餐,东坡烤方
其他中餐,张好纪水饺
其他中餐,金酷龟鹿二仙胶药膳
其他中餐,海南涮羊肉(永大店)
